整合編號,食品分類,樣品名稱,熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g)
E13103,蔬菜類,高山甜椒(青皮),30,92.1,0.9,0.6,6,3.6
E13201,蔬菜類,甜椒(紅皮),33,91.2,0.8,0.5,7.1,1.6
E13202,蔬菜類,甜椒(黃皮),28,92.2,0.8,0.3,6,1.9
E13203,蔬菜類,甜椒(橙皮),35,90.7,0.9,0.3,7.7,1.3
E133,蔬菜類,青辣椒平均值,33,90.9,1.3,0.3,6.9,3.3
E13301,蔬菜類,角椒,22,93.6,0.9,0.2,4.7,2.5
E13302,蔬菜類,長辣椒(青皮),49,86.6,1.9,0.4,10.3,4.1
E13303,蔬菜類,糯米椒,28,92.3,1.2,0.3,5.6,3.2
E134,蔬菜類,紅辣椒平均值,80,78,3.6,0.9,16.4,11.4
E13401,蔬菜類,長辣椒(紅皮),48,86.8,2.4,0.7,9.3,6.9
E13402,蔬菜類,朝天椒(長果),90,76,3.4,1.3,17.9,13.9
E13403,蔬菜類,朝天椒(圓果),103,71.3,4.9,0.5,21.9,13.4
E13501,蔬菜類,乾長辣椒(紅皮),382,13.3,19.9,17.2,47.6,41.4
E13601,蔬菜類,黃秋葵,36,89.8,2.1,0.1,7.5,3.7
E13701,蔬菜類,青花菜芽,25,93.1,2.4,0.6,3.6,3.2
E13801,蔬菜類,苜蓿芽,20,93.6,3.2,0.2,2.5,1.8
E13901,蔬菜類,紫高麗芽,32,92,0.2,0.7,6.6,2.9
E14001,蔬菜類,黃豆芽,34,90.2,5.4,1.2,2.5,2.7
E14101,蔬菜類,黑豆芽,69,81.3,7.4,2,8.3,4.9
E14201,蔬菜類,葵花芽,26,92,2.5,0.4,4.3,2.4
E14301,蔬菜類,綠豆芽,24,93.1,2.3,0.2,4.1,1.3
E14401,蔬菜類,豌豆芽,25,91.8,4.8,0.3,2.5,2.5
E14501,蔬菜類,蕎麥芽,20,94.1,1.9,0.2,3.4,2.1
E14601,蔬菜類,蘿蔔芽,24,93,2.1,0.4,3.9,1.2
E14701,蔬菜類,山蘇菜,26,91.5,3,0.2,4.4,3.3
E14801,蔬菜類,火炭母草,12,93.6,1.6,0.4,1.2,1.7
E14901,蔬菜類,石蓮花,11,96.7,0.4,0.1,2.2,0.6
E15001,蔬菜類,青葙,50,86.5,2.5,1.6,7.7,3.3
E15101,蔬菜類,美國空心菜,22,93.1,2.2,0.3,3.5,2.1
E15201,蔬菜類,香芫荽,23,93,2.4,0.2,3.9,2.2
E15301,蔬菜類,假人蔘,32,92.6,1.6,2.2,2.2,1
E15401,蔬菜類,荷蘭豆菜心,30,90.9,3.9,0.6,3.9,2.8
E15501,蔬菜類,野苦瓜嫩梢,77,77.7,5.7,1.7,12.2,8.8
E15601,蔬菜類,厥子,23,93,2.3,0.2,3.9,5.7
E15701,蔬菜類,義大利茼蒿,15,95.3,1.6,0.4,1.9,1.6
E15801,蔬菜類,過溝菜蕨,27,91.9,3.1,0.8,3.2,2.9
E15901,蔬菜類,蔘鬚,330,10.9,7,1.8,76.2,16
E16001,蔬菜類,龍延草,79,77.7,3.9,2.3,12.7,0.7
E16101,蔬菜類,龍骨瓣莕菜,17,94.7,1.1,0.3,3.1,1.9
E16201,蔬菜類,薄荷,55,83.4,3,0.6,10.9,7.5
E16301,蔬菜類,蕺菜,46,86.2,3.2,0.9,7.7,1.9
E16401,蔬菜類,蘆薈,4,99.1,0.1,0.4,0.2,1.4
F00101,藻類,紅毛苔,265,7,39.9,1.9,36.9,26.6
F00201,藻類,紫菜,268,12.3,28.1,0.9,47.9,29
F00301,藻類,熟紫菜,294,10.4,18.1,0.4,62.4,37.3
F00401,藻類,髮菜,302,15.7,10.3,0.5,69.5,14.6
F00501,藻類,麒麟菜,41,87.5,0.9,0,9.9,4.5
F00601,藻類,乾麒麟菜,189,6.2,1.2,0.5,46.7,12.2
F00701,藻類,礁膜,16,94.8,0.3,0.1,3.7,3.5
F00801,藻類,乾海茸芯,254,15.1,8.4,0.2,59.1,40
F009,藻類,海帶平均值,20,93.8,0.8,0.1,4.3,2.8
F00901,藻類,海帶卷,14,95.5,0.7,0.2,2.8,2.7
F00902,藻類,海帶茸,29,91,1.1,0,6.5,1.9
F00903,藻類,海帶梗,17,94.2,0.8,0.1,3.7,4.4
F00904,藻類,海帶結,17,94.7,0.8,0.1,3.6,2.4
F00905,藻類,海帶絲,22,93.6,0.7,0.1,5,2.8
F01001,藻類,乾海帶,220,15.5,10,1.1,47.3,26.6
F01101,藻類,裙帶菜,36,72.8,3,0.6,5.9,6.1
F01201,藻類,乾裙帶菜,225,9.5,22.9,0.7,40.8,34.1
F01301,藻類,乾裙帶菜根,201,9.3,6.2,0.6,46.1,39.6
F01401,藻類,鳳尾藻,224,17.1,17.9,2,41.2,43.1
F01501,藻類,洋菜,306,19.4,0.3,0,78.3,73.6
F01601,藻類,壽司海苔片,278,8.6,46.5,3.7,32.1,26.5
F01701,藻類,寒天脆藻,10,96.6,0,0,2.5,1.1
G00101,菇類,木耳,38,89.9,0.9,0.1,8.8,7.4
G00201,菇類,冷凍木耳,51,86.5,0.9,0.1,12.4,12.3
G003,菇類,乾木耳平均值,333,7.3,13.8,0.7,74.7,57.7
G00301,菇類,乾木耳(紅耳仔),329,12.2,6.1,0.2,79.8,77.2
G00302,菇類,乾木耳(黑耳仔),338,2.4,21.4,1.2,69.6,38.1
G00401,菇類,銀耳,22,94,0.5,0.2,4.8,5.1
G00402,菇類,雪珍耳,45,87.9,1.2,0.1,10.6,7.2
G00501,菇類,乾銀耳,313,12.8,10.1,1.1,71,67.7
G00601,菇類,銀耳罐頭,48,87.8,0.1,0.1,12,1.4
G00701,菇類,草菇,36,88.9,3.8,0.3,5.9,2.1
G00801,菇類,草菇罐頭,31,90.4,3.3,0.1,5.4,3.2
G00901,菇類,雞腿菇,36,89.3,2.1,0.1,7.5,2.1
G01001,菇類,雞腿菇,298,10.6,20.1,1.4,59.8,20.4
G01101,菇類,松茸,36,89.8,3.1,0.5,5.9,1.4
G01201,菇類,白精靈菇,36,90,2.1,0.4,6.9,2.5
G01301,菇類,柳松菇,36,89.2,3.7,0.3,6,1.5
G01401,菇類,乾柳松菇,286,14,23.5,1.9,53.5,27.3
G015,菇類,香菇平均值,39,88.6,3,0.1,7.6,3.8
G01501,菇類,香菇(大),37,89,3,0.2,7.1,3.5
G01502,菇類,香菇(小),26,92.1,2.4,0.1,4.9,2.5
G01503,菇類,花菇,52,84.7,3.6,0.1,10.7,5.4
G016,菇類,乾香菇平均值,321,8.2,20.9,1.6,64.9,37.1
G01601,菇類,乾香菇,333,4,23.3,1.4,66.6,38.5
G01602,菇類,乾花菇,317,10.3,17,1.1,67.4,33.5
G01603,菇類,乾白花菇,310,11.1,18.7,1.1,64.5,40.4
G01604,菇類,乾鈕釦菇,325,7.3,24.6,2.7,60.9,36.1
G01701,菇類,醃漬香菇,50,84.2,3,0.1,10.6,4.5
G01801,菇類,姬松茸,40,87.8,4,0.4,6.9,2.3
G01901,菇類,乾姬松茸,294,10.3,34,2.7,46.7,18.5
G02001,菇類,酒杯菇,50,85.3,4.6,0.3,9,4
G02101,菇類,秀珍菇,28,91.3,3.3,0.1,4.6,1.3
G02102,菇類,天喜菇,26,91.6,4.5,0.5,2.5,2.2
G02103,菇類,白蠔菇,33,90.5,2.2,0.3,6.4,3.1
G02104,菇類,玫瑰菇,35,88.8,4.5,0.1,5.6,4.5
G02201,菇類,秀珍菇罐頭,27,92.4,1.7,0.5,4.7,5.6
G02301,菇類,杏香菇,26,92,2.7,0.1,4.6,1.4
G024,菇類,杏鮑菇平均值,41,88.1,2.7,0.2,8.3,3.1
G02401,菇類,杏鮑菇(大),37,89.4,2.4,0.1,7.5,3.7
G02402,菇類,杏鮑菇(中),40,88.4,2.5,0.2,8.2,2.9
G02403,菇類,杏鮑菇(小),47,86.6,3.2,0.3,9.2,2.8
G02501,菇類,珊瑚菇,33,89.7,4,0.2,5.2,1.7
G026,菇類,鮑魚菇平均值,24,92.9,1.9,0.2,4.4,1.9
G02601,菇類,蠔菇,26,92.2,2.1,0.3,4.8,3.1
G02602,菇類,鮑魚菇,22,93.5,1.7,0.2,4,0.7
G02701,菇類,金針菇,37,89.1,2.6,0.3,7.2,2.3
G02801,菇類,華翠菇,29,91.5,2.5,0.2,5.1,2.2
G02901,菇類,金針菇罐頭,24,92.9,1.7,0.2,4.5,3.8
G03001,菇類,滑菇,27,91.9,2.6,0.2,4.7,1.4
G03101,菇類,舞菇,28,92.2,1.4,0.1,5.8,0.3
G03201,菇類,鴻喜菇,30,90.8,2.9,0.1,5.3,2.2
G03301,菇類,美白菇,27,91.8,2.4,0.3,4.8,1.5
G03401,菇類,洋菇,25,92.1,3,0.2,3.8,1.3
G03501,菇類,冷凍洋菇,39,90.1,3.8,1.5,4.3,3.9
G03601,菇類,洋菇罐頭,27,89.4,2.9,0.3,4.3,3.3
G03701,菇類,白茯苓,316,18.8,1,0.2,79.9,80.9
G03801,菇類,猴頭菇,31,91,2.1,0.3,5.9,2.3
G03901,菇類,乾猴頭菇,311,12.7,12.3,3.4,64.3,36.5
G04001,菇類,猴頭菇罐頭,29,91.9,1,0.1,6.5,1.7
G04101,菇類,乾竹笙,312,10.3,17.5,2,64.1,32.9
G04201,菇類,松茸白菇,38,88.5,5.1,0.5,5.3,3.1
G04301,菇類,金喜菇,39,88.5,2.7,0.2,7.7,2.5
G04401,菇類,喜來菇,37,89,3.5,0.4,6.3,2.2
G04501,菇類,富珍茸,37,89.1,3,0.4,6.8,2.4
H001,豆類,白鳳豆平均值,337,12.7,23.8,2.1,58.2,19.6
H00101,豆類,白鳳豆(台灣),348,10.5,27.4,2.8,56.4,22.7
H00102,豆類,白鳳豆(進口),325,14.9,20.1,1.3,60,16.5
H00201,豆類,米豆,349,10.5,21.7,2.4,62.2,15.7
H00301,豆類,花豆,328,14.7,21.2,1.7,59,19.3
H00401,豆類,花豆罐頭(糖漬),203,48.2,7.6,0,43.5,6.5
H00501,豆類,紅豆,328,13.9,20.9,0.6,61.5,18.5
H00601,豆類,紅豆罐頭(糖漬),232,41.5,8,0.3,49.5,5.5
H00701,豆類,紅雲豆(大紅豆),328,14.6,20.2,1.4,60.4,20.5
H008,豆類,黑豆平均值,319,22,28.8,8.2,37,22.4
H00801,豆類,青仁黑豆,385,10.6,37,14.2,33.7,21.5
H00802,豆類,黃仁黑豆,253,33.5,20.6,2.1,40.3,23.3
H00901,豆類,黑豆胚芽,174,59.8,19.2,7.1,11.8,13.5
H01001,豆類,黑豆粉,431,3,36,17.6,39,16.9
H01101,豆類,烘烤黑豆,435,3.4,39,20.1,32.4,27.1
H01201,豆類,毛綠豆,346,9.9,22.1,1.2,63.6,16.3
H01202,豆類,綠豆,344,10.1,22.8,1.1,63,15.8
H01301,豆類,綠豆仁,339,11.4,24.6,1.3,59.6,11.2
H01401,豆類,綠豆粉,344,10.8,21.7,1.5,62.9,12.4
H01501,豆類,高纖胚芽冬粉,370,9.1,0.6,0.2,90,4
H01502,豆類,冬粉,349,12.1,0.1,0.1,87.5,1.4
H01503,豆類,寬粉,347,12.3,0.1,0.1,86.9,1
H01601,豆類,豇豆(莢),35,90.8,2.4,0.1,6.2,2.3
H01701,豆類,萊豆仁,112,70.1,7.8,0.4,20.1,5.1
H01801,豆類,粉豆莢,27,92.8,1.7,0.1,5,1.9
H01802,豆類,敏豆莢,30,92.2,1.7,0.2,5.3,2
H01901,豆類,冷凍菜豆(莢),57,84.8,3.4,0.1,10.8,2.5
H020,豆類,毛豆平均值,125,68.2,13.8,2.5,13.7,8.7
H02001,豆類,毛豆仁,129,67.9,14.6,3.3,12.5,6.4
H02002,豆類,帶莢毛豆,120,68.6,12.9,1.7,15,11
H02101,豆類,冷凍毛豆仁,135,69.8,12.5,6.1,9.8,6.5
H02201,豆類,黃豆,389,11.3,35.6,15.7,32.9,14.5
H02301,豆類,黃豆胚芽,180,58.4,16.8,7,15.7,14.4
H02401,豆類,黃豆粉,401,9.3,37.4,16.7,32.2,13.1
H02501,豆類,豌豆仁,123,67.8,9.2,0.3,21.7,7.5
H026,豆類,豌豆莢平均值,45,88.2,2.7,0.1,8.5,2.7
H02601,豆類,豌豆莢,41,89.2,2.9,0.2,7.1,3.2
H02602,豆類,高山大豌豆莢,49,87.2,2.4,0,9.9,2.3
H02701,豆類,甜豌豆莢,42,88.8,3,0.2,7.4,2.7
H02801,豆類,冷凍豌豆仁,96,75.4,6.1,0.6,17.1,8
H02802,豆類,豌豆仁罐頭,123,68.9,7.2,0.9,22.1,5.7
H02901,豆類,鵲豆莢,31,91.6,2.4,0.3,5.1,3.4
H03001,豆類,鹽酥蠶豆,456,2.7,26.9,20.9,46.3,23.1
H03101,豆類,紅扁豆仁,343,12.4,25.3,2.1,58.3,16.9
I001,肉類,牛小排平均值,325,57.7,15.1,28.9,0,0
I00101,肉類,去骨牛小排,290,63.2,17.1,24,0,0
I00102,肉類,帶骨牛小排,360,52.2,13.1,33.7,0.4,0
I00201,肉類,牛肋條,225,63.3,18.6,16.1,1.1,0
I00301,肉類,沙朗牛排,162,68.8,20.4,8.3,1.5,0
I00401,肉類,板腱 ,166,70,19.8,9,0.2,0
I00501,肉類,牛去骨肩胛小排,233,63.1,16.9,17.9,1.2,0
I00601,肉類,牛前胸肉,331,55.7,14.8,29.6,0,0
I00701,肉類,牛修清前胸肉,120,72.9,22.3,2.8,0.9,0
I00801,肉類,去骨紐約克牛排,189,69.4,21.3,10.8,0,0
I00901,肉類,腓力牛排,184,67.5,20.6,10.7,0.1,0
I01001,肉類,牛後腿肉,122,71.5,19.4,4.3,3.7,0
I01101,肉類,牛後腿股肉,153,70.4,20.6,7.2,0.8,0
I01201,肉類,牛後腿腱子心,139,73.8,19.8,6,0,0
I013,肉類,牛肉火鍋片平均值,250,61.3,19.1,18.7,0,0
I01301,肉類,牛五花肉火鍋片,430,44,15.7,40.3,0,0
I01302,肉類,牛紐約客火鍋片,263,61.2,20.1,19.6,0,0
I01303,肉類,牛梅花肉火鍋片,120,74,20.3,3.7,0.9,0
I01304,肉類,牛嫩肩里肌火鍋片,188,65.9,20,11.4,1.8,0
I014,肉類,牛肚平均值,73,84.4,13.9,1.5,0,0
I01401,肉類,牛肚(瘤胃),44,90.9,7.5,1.4,0,0
I01402,肉類,牛肚切片(瘤胃),67,84,15.3,0.2,0.3,0
I01403,肉類,牛肚(蜂巢胃),107,78.5,19,2.8,0,0
I01501,肉類,牛筋,157,67.3,21.7,7.2,3.3,0
I01601,肉類,滷牛筋,119,72,21.1,2.8,2.6,0
I01701,肉類,山羊帶皮羊肉塊,164,66.8,20.3,8.6,3.4,0
I01801,肉類,山羊前腿肉片,123,75.3,21.3,3.5,0,0
I01901,肉類,山羊後腿肉火鍋片,170,70.2,18.9,9.9,0.1,0
I02001,肉類,綿羊肉切片,198,67.8,18.8,13,0,0
I02101,肉類,法式羊排,260,60.6,18.8,20,0,0
I02201,肉類,去骨肩頸眼羊肉,198,70.6,17.8,13.5,0,0
I02301,肉類,小羊腰脊肉,143,75.2,26.5,3.3,0,0
I02401,肉類,綿羊腹脅肉火鍋片,252,59.7,16.9,20,2.5,0
I02501,肉類,豬下肩肉,200,67.8,18.1,13.6,0,0
I02502,肉類,豬下肩瘦肉,131,74.9,20.1,5,0,0
I02601,肉類,豬上肩肉,207,66.7,18.9,14,0,0
I02701,肉類,豬肩胛肉,295,60.1,16.5,24.8,0,0
I02801,肉類,豬肩胛排,191,69.3,17.9,12.7,0,0
I02901,肉類,豬前腿外腱肉,146,73.6,20.7,6.5,0,0
I03001,肉類,豬後腿外腱肉,176,67.8,19,10.5,1.7,0
I03101,肉類,豬後腿肉,123,74.2,20.4,4,0.4,0
I03102,肉類,豬後腿瘦肉,111,74.2,21.1,2.3,1.3,0
I03201,肉類,豬大里肌,212,65.3,19.2,14.4,0,0
I03301,肉類,豬大排,214,65.8,19.1,14.7,0,0
I03401,肉類,豬小排,287,57.7,18,23.3,0,0
I03501,肉類,僧帽肌,209,67.3,20.4,13.5,0,0
I03601,肉類,豬小里肌,139,72.8,21.1,5.4,0,0
I03701,肉類,豬去皮腹?肉,360,51,14.9,32.9,0.5,0
I03801,肉類,豬帶皮腹?肉,368,51.9,14.5,33.9,0,0
I03901,肉類,豬腹?排,267,63.6,18.7,20.7,0,0
I04001,肉類,豬肝連,199,68.6,14.6,15.1,0.9,0
I04101,肉類,豬頰肉,182,68.3,17.5,11.9,1.4,0
I04201,肉類,豬頸肉,284,57.9,17.2,23.3,0.8,0
I043,肉類,豬絞肉平均值,212,67.3,18.7,14.6,0,0
I04301,肉類,豬絞肉(70％瘦肉率),218,65.4,19,15.2,0,0
I04302,肉類,豬絞肉(90％瘦肉率),205,69.2,18.5,14,0,0
I04401,肉類,豬心,128,76.8,13.6,7.8,1,0
I04501,肉類,豬白管,93,84.2,14.1,3.6,0,0
I04601,肉類,豬皮,491,35.5,22.1,44,0,0
I04701,肉類,豬耳,233,61.5,24.2,14.4,0,0
I04801,肉類,豬舌,185,69.1,18.5,11.8,0,0
I04901,肉類,豬血,29,92.4,6.3,0.3,0.5,0
I05001,肉類,豬尾,295,51.1,16.2,25,7.1,0
I05101,肉類,豬肝,126,70.7,20.8,4.1,2.9,0
I05201,肉類,醃燻豬肝,166,61.1,26.8,4.7,4.2,0
I05202,肉類,膽肝,250,40.3,31.2,7.9,13.9,0
I05301,肉類,豬肚,152,76.3,12.4,11,0,0
I05401,肉類,熟豬肚,137,73.3,16,7.5,2.7,0
I05501,肉類,豬空腸,194,66,10,16.8,6.3,0
I056,肉類,豬骨湯平均值,8,98.5,0.9,0.4,0,0
I05601,肉類,豬大骨湯,7,98.2,1,0.3,0.4,0
I05602,肉類,豬肋骨湯,9,99.2,0.7,0.6,0,0
I05603,肉類,豬肩骨湯,8,98.2,1.1,0.3,0.2,0
I05701,肉類,豬腎,82,80.4,15,1.9,1.7,0
I05801,肉類,豬脾臟,79,80.1,15,1.6,2,0
I05901,肉類,豬大腸,198,72.2,6.6,18.9,1.9,0
I06001,肉類,豬小腸,156,75,12.5,11.4,0.6,0
I06101,肉類,豬粉腸,177,62.4,11.8,14,11,0
I062,肉類,豬腳平均值,252,64,20.7,18.2,0,0
I06201,肉類,豬前腳,252,61.1,21.9,17.6,0,0
I06202,肉類,豬後腳,253,66.9,19.5,18.8,0,0
I06301,肉類,豬蹄膀,331,54.5,17.1,28.6,0,0
I06401,肉類,滷豬腳,236,58.6,28.4,15.4,0,0
I06501,肉類,豬腳筋,72,86.1,14.4,1.1,0,0
I06601,肉類,豬腦,125,79.2,10.8,8.7,0,0
I067,肉類,全雞平均值,216,66.6,17.7,15.6,0,0
I06701,肉類,土雞,188,69.4,19,11.9,0,0
I06702,肉類,肉雞,248,65,16.1,19.9,0,0
I06703,肉類,烏骨雞,213,65.4,17.9,15.1,0.8,0
I06801,肉類,烤雞,232,58.2,22.8,14.2,3.6,0
I069,肉類,里肌肉平均值,109,75.5,24.2,0.6,0,0
I06901,肉類,里肌肉(土雞),112,75.1,24.8,0.6,0,0
I06902,肉類,里肌肉(肉雞),106,76,23.7,0.6,0,0
I070,肉類,去皮清肉平均值,119,74.1,23.3,2.1,0,0
I07001,肉類,去皮清肉(土雞),121,75.3,23.4,2.3,0,0
I07002,肉類,去皮清肉(肉雞),117,73,23.3,1.9,0.6,0
I07101,肉類,去皮雞胸肉(肉雞),104,77,22.4,0.9,0,0
I07201,肉類,帶皮雞胸肉(肉雞),219,68.4,19.3,15.1,0,0
I073,肉類,骨腿平均值,172,71.6,18,10.5,0,0
I07301,肉類,骨腿(土雞),130,74.8,21.7,4.1,0,0
I07302,肉類,骨腿(肉雞),214,68.3,14.4,16.9,0,0
I074,肉類,清腿平均值,157,72.9,18.5,8.7,0,0
I07401,肉類,清腿(土雞),142,74.4,20.4,6.1,0,0
I07402,肉類,清腿(肉雞),173,71.4,16.6,11.3,0,0
I075,肉類,棒棒腿平均值,150,73,18.9,7.7,0,0
I07501,肉類,棒棒腿(土雞),143,73.7,21,5.9,0,0
I07502,肉類,棒棒腿(肉雞),157,72.4,16.8,9.4,0.6,0
I076,肉類,雞排平均值,183,71,17.1,12.2,0,0
I07601,肉類,雞排(土雞),158,72.6,18.9,8.6,0,0
I07602,肉類,雞排(肉雞),208,69.4,15.3,15.8,0,0
I077,肉類,二節翅平均值,229,66.1,18.1,16.8,0,0
I07701,肉類,二節翅(土雞),228,66.8,19.8,15.9,0,0
I07702,肉類,二節翅(肉雞),230,65.4,16.4,17.7,0,0
I078,肉類,三節翅平均值,210,67.8,18.3,14.6,0,0
I07801,肉類,三節翅(土雞),198,69.2,19,13,0,0
I07802,肉類,三節翅(肉雞),222,66.4,17.7,16.3,0,0
I07901,肉類,翅腿(肉雞),210,65.8,17.8,14.8,1,0
I08001,肉類,雞絞肉,131,71.3,27.4,1.6,0,0
I08101,肉類,雞心(肉雞),190,71,13.3,14.8,0.1,0
I08201,肉類,雞尾椎,505,41.1,7.6,52.4,0,0
I08301,肉類,雞肝(肉雞),111,73.9,18.8,3.5,2.7,0
I08401,肉類,雞胗(肉雞),89,80.4,16.6,2,0.3,0
I08501,肉類,冷凍烤雞翅,216,59.9,18.8,14.2,3.6,0
I08601,肉類,雞胸骨湯,9,97.9,1.5,0.3,0.2,0
I08701,肉類,雞睪丸,71,85.2,10.6,2.8,0.2,0
I08801,肉類,雞腳(肉雞),216,64.2,20.7,14.1,0.4,0
I08901,肉類,膝軟骨(肉雞),107,75.5,20.4,2.2,0.5,0
I090,肉類,全鴨平均值,272,61.4,17.1,22,0,0
I09001,肉類,太空鴨,319,57.3,16,27.8,0,0
I09002,肉類,番鴨,224,65.5,18.2,16.2,0,0
I091,肉類,全鴨平均值(去皮),106,77.1,20.5,2.1,0,0
I09101,肉類,太空鴨(去皮),102,78.6,20.1,1.8,0,0
I09102,肉類,土番鴨,111,75.6,20.9,2.4,0,0
I09201,肉類,櫻桃鴨胸肉片,227,60.4,16.7,17.2,4.7,0
I09301,肉類,鴨腿,282,57.1,14.4,24.5,3.4,0
I09401,肉類,鴨血,29,93.7,6,0.3,0,0
I09501,肉類,鴨胗,97,77.2,20.5,1.1,0.3,0
I09601,肉類,鴨腸,94,82.8,13.8,3.9,0,0
I09701,肉類,鴨賞,302,38.9,31.1,17.6,5.3,0
I09801,肉類,鵝肉,187,66.8,15.6,13.4,2.4,0
I09901,肉類,茶鵝,349,51.5,15.6,32.5,0,0
I10001,肉類,鵝胸肉,120,73,23.5,2.2,0.2,0
I10101,肉類,鵝腿肉,130,75.6,21.7,4.2,0,0
I10201,肉類,熟鵝腿肉,292,56.7,18.5,23.6,0,0
I10301,肉類,鵝心,241,64.7,14.5,19.9,0,0
I10401,肉類,鵝肝,123,73.5,20.5,3.9,0.6,0
I10501,肉類,鵝胗,95,76.6,17.4,2.3,2.8,0
I10601,肉類,鵝腸,63,87,9.2,2.6,0.7,0
I10701,肉類,火雞肉,141,72.3,21.1,5.6,0,0
I10801,肉類,鴕鳥菲力肉排,105,74.4,22.8,0.8,0.8,0
I10901,肉類,鴕鳥沙朗肉排,97,70.9,20.9,0.8,6.1,0
I11001,肉類,鴕腱肉,107,77,18.7,3.1,0.2,0
I11101,肉類,鴕腩肉,144,71.3,21.2,5.9,0.7,0
I11201,肉類,虎皮蛙,94,76.8,21.1,0.4,0.6,0
I11301,肉類,蛇肉,85,79.5,19,0.4,0,0
I11401,肉類,雉雞,124,74,24,2.4,0,0
J00101,魚貝類,豆腐鯊切片,98,80.5,22.8,0.1,0,0
J00201,魚貝類,丫髻鮫,117,73.6,27.4,0.1,0,0
J00202,魚貝類,丫髻鮫腹肉,110,77.6,25.8,0,0,0
J00301,魚貝類,鯊魚切片,106,75,24.8,0,0,0
J00401,魚貝類,青帶圓吻燕魟,106,76.2,24.8,0.1,0,0
J00501,魚貝類,日本鰻鱺魚片(生),254,65.2,18.1,19.6,0,0
J00601,魚貝類,日本鰻鱺魚片(蒲燒),276,53.4,25,18.7,0.9,0
J00701,魚貝類,海鰻,97,77.7,20.5,1,0,0
J00801,魚貝類,?仔魚,56,86,11.1,0.9,0,0
J009,魚貝類,?仔魚平均值(加工),124,64.6,26.2,1.3,1,0
J00901,魚貝類,"?仔魚(加工,大)",97,74.2,20.7,1,1.1,0
J00902,魚貝類,"?仔魚(加工,小)",151,55,31.8,1.7,0.9,0
J01001,魚貝類,日本銀帶鯡,101,73.7,21,1.3,0,0
J01101,魚貝類,日本銀帶鯡(加工),111,70.4,21.5,2.1,1.2,0
J01102,魚貝類,日本銀帶鯡魚干(丁香魚脯),273,30.1,51.8,5.8,1.9,0
J01201,魚貝類,鹽醃脂眼鯡(鹹馧仔),228,60.7,17.4,17,0.3,0
J013,魚貝類,虱目魚平均值(去皮),179,67.4,21.8,9.5,0.2,0
J01301,魚貝類,虱目魚(2月),180,67.3,19.8,10.6,1.3,0
J01302,魚貝類,虱目魚(5月),189,66.6,22.3,10.4,0,0
J01303,魚貝類,虱目魚(8月),124,72.1,23.7,2.6,0.5,0
J01304,魚貝類,虱目魚(9月),208,64.9,22,12.7,0,0
J01305,魚貝類,虱目魚(12月),192,66.2,21.4,11.2,0.1,0
J01401,魚貝類,虱目魚(含皮),200,66,21.8,11.9,0,0
J01501,魚貝類,虱目魚腹肉(虱目魚肚),342,56.3,17.4,29.6,0,0
J01601,魚貝類,草魚切片,166,67.2,21.4,8.3,2.1,0
J01701,魚貝類,草魚(含皮),91,78.8,17.2,2,0.8,0
J01801,魚貝類,鯉,91,79.1,14.5,3.2,2.1,0
J01901,魚貝類,?,145,74.2,18.7,7.2,0,0
J02001,魚貝類,鬍子鯰,194,68.9,16.3,13.8,0,0
J02101,魚貝類,斑海鯰,86,79.6,19.2,0.5,0,0
J02201,魚貝類,長體油胡瓜魚,104,79.8,15,4.4,0,0
J02301,魚貝類,香魚,147,75,18.5,7.5,0,0
J02401,魚貝類,陳氏新銀魚,69,82.7,14.3,0.9,0.9,0
J025,魚貝類,大西洋鮭魚平均值(去皮),221,66.1,20.2,14.9,0,0
J02501,魚貝類,大西洋鮭魚(台灣養殖),155,71.9,23.6,6,0,0
J02502,魚貝類,大西洋鮭魚切片(中段),174,70,20.7,9.5,0,0
J02503,魚貝類,大西洋鮭魚切片(尾段),204,67.7,20.7,12.8,0,0
J02504,魚貝類,大西洋鮭魚生魚片,222,67.3,19.6,15.3,0,0
J02505,魚貝類,大西洋鮭魚腹肉,349,53.5,16.4,31,0,0
J02601,魚貝類,紅大麻哈魚切片,158,69.6,24.3,6,0,0
J02701,魚貝類,麥奇鉤吻鱒(去皮),160,71.1,20.9,7.8,0,0
J02801,魚貝類,麥奇鉤吻鱒(含皮),147,71.3,20.1,6.8,0.4,0
J02901,魚貝類,白肉鮭魚切片,151,69.7,22.6,6.1,0.3,0
J03001,魚貝類,仙女魚,104,76.7,24.1,0.2,0,0
J03101,魚貝類,印度鐮齒魚,49,87.8,10.4,0.5,0.4,0
J03201,魚貝類,多齒蛇鯔,103,76.1,20.8,1.6,0.1,0
J03301,魚貝類,??,68,83,14.9,0.5,0.6,0
J034,魚貝類,鯔平均值(去皮),152,70.9,20.6,7.1,0.3,0
J03401,魚貝類,鯔(2月),137,71.4,20.4,5.5,1.6,0
J03402,魚貝類,鯔(4月),133,72.6,20.4,5,0.9,0
J03403,魚貝類,鯔(8月),224,65.4,17.3,16.7,0,0
J03404,魚貝類,"鯔(11月,雄魚)",129,73.8,21.3,4.2,0,0
J03405,魚貝類,"鯔(11月,雌魚)",141,72.9,21.5,5.5,0,0
J03406,魚貝類,"鯔(12月,雄魚)",137,71.6,21.1,5.2,0.9,0
